"","eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","gsubname3","motive","guncertain1","guncertain2","guncertain3","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related","perp.cat"
"368",200205040009,2002,5,4,"May 4-5, 2007",0,"",217,"United States",1,"North America","Nebraska (U.S. State)","Ohiowa",40.414167,-97.452222,1,0,"","05/04/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A., collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In the incidents that occurred on May 4-5, 2002, seven bombs were found in mailboxes in the southern and central counties of Nebraska. None of these bombs detonated and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.",1,1,1,1,2,"Other Crime Type",1,0,0,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Civilians","Civilians in the United States Midwest",217,"United States",2,"Government (General)",NA,"","U.S. Postal Service","US Mail Boxes",217,"United States",NA,"",NA,"","","",NA,"","Individual","","","","","","The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.",0,NA,NA,1,1,1,8,"Personal claim",NA,NA,"",NA,NA,"",-9,6,"Explosives/Bombs/Dynamite",10,"Pressure Trigger",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.",0,0,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.","“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.","“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.","CETIS",-9,-9,0,-9,"200205030007, 200205030008, 200205030009, 200205030010, 200205030011, 200205030012, 200205030013, 200205030014, 200205040005, 200205040006, 200205040007, 200205040008, 200205040010, 200205040011, 200205060005, 200205060006, 200205070002",NA
"369",200205040010,2002,5,4,"May 4-5, 2007",0,"",217,"United States",1,"North America","Nebraska (U.S. State)","Seward",40.911111,-97.096944,1,0,"","05/04/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A., collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In the incidents that occurred on May 4-5, 2002, seven bombs were found in mailboxes in the southern and central counties of Nebraska. None of these bombs detonated and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.",1,1,1,1,2,"Other Crime Type",1,0,0,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Civilians","Civilians in the United States Midwest",217,"United States",2,"Government (General)",NA,"","U.S. Postal Service","US Mail Boxes",217,"United States",NA,"",NA,"","","",NA,"","Individual","","","","","","The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.",0,NA,NA,1,1,1,8,"Personal claim",NA,NA,"",NA,NA,"",-9,6,"Explosives/Bombs/Dynamite",10,"Pressure Trigger",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.",0,0,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.","“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.","“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.","CETIS",-9,-9,0,-9,"200205030007, 200205030008, 200205030009, 200205030010, 200205030011, 200205030012, 200205030013, 200205030014, 200205040005, 200205040006, 200205040007, 200205040008, 200205040009, 200205040011, 200205060005, 200205060006, 200205070002",NA
"370",200205040011,2002,5,4,"May 4-5, 2007",0,"",217,"United States",1,"North America","Nebraska (U.S. State)","Albion",41.689444,-98.003056,1,0,"","05/04/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A., collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In the incidents that occurred on May 4-5, 2002, seven bombs were found in mailboxes in the southern and central counties of Nebraska. None of these bombs detonated and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.",1,1,1,1,2,"Other Crime Type",1,0,0,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Civilians","Civilians in the United States Midwest",217,"United States",2,"Government (General)",NA,"","U.S. Postal Service","US Mail Boxes",217,"United States",NA,"",NA,"","","",NA,"","Individual","","","","","","The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.",0,NA,NA,1,1,1,8,"Personal claim",NA,NA,"",NA,NA,"",-9,6,"Explosives/Bombs/Dynamite",10,"Pressure Trigger",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.",0,0,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.","“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.","“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.","CETIS",-9,-9,0,-9,"200205030007, 200205030008, 200205030009, 200205030010, 200205030011, 200205030012, 200205030013, 200205030014, 200205040005, 200205040006, 200205040007, 200205040008, 200205040009, 200205040010, 200205060005, 200205060006, 200205070002",NA
"371",200205060005,2002,5,6,"",0,"",217,"United States",1,"North America","Colorado (U.S. State)","Salida",38.534719,-105.998902,1,0,"","05/06/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A., collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In this incident, one bomb was found in an isolated area of Colorado. The bomb did not detonate and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.",1,1,1,1,2,"Other Crime Type",1,0,0,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Civilians","Civilians in the United States Midwest",217,"United States",2,"Government (General)",NA,"","U.S. Postal Service","US Mail Boxes",217,"United States",NA,"",NA,"","","",NA,"","Individual","","","","","","The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.",0,NA,NA,1,1,1,8,"Personal claim",NA,NA,"",NA,NA,"",-9,6,"Explosives/Bombs/Dynamite",10,"Pressure Trigger",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.",0,0,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.","“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.","“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.","CETIS",-9,-9,0,-9,"200205030007, 200205030008, 200205030009, 200205030010, 200205030011, 200205030012, 200205030013, 200205030014, 200205040005, 200205040006, 200205040007, 200205040008, 200205040009, 200205040010, 200205040011, 200205060006, 200205070002",NA
"372",200205060006,2002,5,6,"",0,"",217,"United States",1,"North America","Colorado (U.S. State)","Pueblo",38.26386,-104.612374,1,0,"","05/06/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A., collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In this incident, one bomb was found in an isolated area of Colorado. The bomb did not detonate and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.",1,1,1,1,2,"Other Crime Type",1,0,0,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Civilians","Civilians in the United States Midwest",217,"United States",2,"Government (General)",NA,"","U.S. Postal Service","US Mail Boxes",217,"United States",NA,"",NA,"","","",NA,"","Individual","","","","","","The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.",0,NA,NA,1,1,1,8,"Personal claim",NA,NA,"",NA,NA,"",-9,6,"Explosives/Bombs/Dynamite",10,"Pressure Trigger",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.",0,0,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.","“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.","“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.","CETIS",-9,-9,0,-9,"200205030007, 200205030008, 200205030009, 200205030010, 200205030011, 200205030012, 200205030013, 200205030014, 200205040005, 200205040006, 200205040007, 200205040008, 200205040009, 200205040010, 200205040011, 200205060005, 200205070002",NA
"373",200205070002,2002,5,7,"",0,"",217,"United States",1,"North America","Texas (U.S. State)","Amarillo",35.207255,-101.833894,1,0,"","05/07/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A., collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In this incident, one bomb was found in Amarillo, Texas. The bomb did not detonate and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.",1,1,1,1,2,"Other Crime Type",1,0,0,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Civilians","Civilians in the United States Midwest",217,"United States",2,"Government (General)",NA,"","U.S. Postal Service","US Mail Boxes",217,"United States",NA,"",NA,"","","",NA,"","Individual","","","","","","The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.",0,NA,NA,1,1,1,8,"Personal claim",NA,NA,"",NA,NA,"",-9,6,"Explosives/Bombs/Dynamite",10,"Pressure Trigger",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","The pipe bombs were assembled with steel pipes and attached to nine-volt batteries and most were accompanied by antigovernment notes. Unlike the first set, this bomb was not rigged to the mailbox and did not detonate.",0,0,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","“Crime: Pipe Bombs Strike Mailboxes in Midwest,” Facts on File World News Digest, May 15, 2002.","“Student, 21, Is Arrested in Nevada in 5-State Bombing Spree.” New York Times¸ May 8, 2002.","“More pipe bombs found in mailboxes throughout Midwest,” ABC News, May 6, 2002.","CETIS",-9,-9,0,-9,"200205030007, 200205030008, 200205030009, 200205030010, 200205030011, 200205030012, 200205030013, 200205030014, 200205040005, 200205040006, 200205040007, 200205040008, 200205040009, 200205040010, 200205040011, 200205060005, 200205060006",NA
"374",200205130001,2002,5,13,"",0,"",217,"United States",1,"North America","Pennsylvania (U.S. State)","Philadelphia",39.95227,-75.162369,1,0,"","05/13/2002: A small pipe bomb put in a foam box was found in a Philadelphia, Pennsylvania, United States mailbox. Police safely detonated the device, which was packed with nails, and no one was hurt. The bomb had a note that stated “Free Palestine” and also reportedly made some reference to Al-Qa`ida. A 53 year old Philadelphia man, Preston Lit, who had no connections with Al-Qa`ida or any other terrorist group, was charged with threatening to use explosives. He had a criminal past and reportedly suffered from bi-polar disorder and other mental sicknesses.",1,1,1,1,2,"Other Crime Type",0,0,0,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Civilians","Residents of Princeton and Summerdale Avenues in Philadelphia",217,"United States",2,"Government (General)",NA,"","U.S. Postal Service","US Mail Boxes",217,"United States",NA,"",NA,"","","",NA,"","Individual","","","","","","The perpetrator wanted to show support for Palestinians and for Al-Qa`ida.",0,NA,NA,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",9,"Letter Bomb",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A small homemade pipe bomb placed inside of a foam package filled with nails and an explosive charge, and with the words ""Free Palestine"" on it, was used in the attack",0,0,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"The perpetrator, Preston Lit, also may have been connected to a note written in Arabic that was close to the mailbox containing the bomb and to some sneakers that also had Arabic writing on them. Lit had previously been arrested for stalking TV personality, Steve Levy, and had written letters to President Bush and Pennsylvania Governor Schweiker that had as their return address ""Royal al-Queda Headquarters.""","Erin Einhorn, Gloria Campisi, Kitty Caparella, “Man is accused of terrorizing NE Nabe; Discarded trash leads cops to bomb suspect,” Daily News, May 16, 2002.","“Man is charged in mailbox bomb case,” Union Tribune, May 16, 2002.","David B. Curoso, “Authorities: Bomb likely not linked to Middle Eastern terrorism,” The Associated Press State & Local Wire, May 14, 2002.","CETIS",-9,-9,0,-9,"",NA
"375",200206030002,2002,6,3,"",0,"",217,"United States",1,"North America","Florida (U.S. State)","Miami",25.728985,-80.237419,1,0,"","06/03/2002: Molotov Cocktails consisting of Miller beer bottles filled with gasoline and stuffed with burning rags were thrown at the Cuban-American National Foundation headquarters at 1312 SW 27th Ave., Miami, Florida, U.S.A. . Authorities believe that an earlier Molotov Cocktail attack on the Alpha 66 headquarters at 1714 W. Flagler St. is related to this incident. Leaders of both groups suspect that the ""hand of Castro"" was behind the attacks and Cuban spies carried out the attack.",1,1,1,0,NA,"",1,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",12,"NGO",61,"Domestic NGO","Cuban-American National Foundation","The Cuban-American National Foundation Headquarters in Miami, Florida",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","Unknown",0,NA,NA,NA,0,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Molotov Cocktails were used in the attack.",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"Damage was limited to scorch marks on an outside door and a plexiglass window.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","""Noone hurt in attacks,"" NBC6.com, June 3, 2002.","""Anti-Castro Organizations Bombed,"" The Associated Press, June 3, 2002.","","CETIS",-9,-9,0,-9,"200206030003","left-wing"
"376",200206030003,2002,6,3,"",0,"",217,"United States",1,"North America","Florida (U.S. State)","Miami",25.728985,-80.237419,1,0,"","06/03/2002: The headquarters of exile paramilitary group Alpha 66 in Miami, Florida, U.S.A. was hit by Molotov Cocktails. Authorities believe that this incident is related to a subsequent Molotov Cocktail attack on the Cuban-American National Foundation headquarters. Leaders of both groups suspect that the ""hand of Castro"" was behind the attacks and Cuban spies carried out the attack.",1,1,1,0,NA,"",1,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",17,"Terrorists/Non-State Militia",93,"Terrorist","Alpha 66","Headquarters offices of Cuban terror group Alpha 66 in Miami, Florida",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","Unknown",0,NA,NA,NA,0,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",20,"Gasoline or Alcohol",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Molotov Cocktails were used in the attack.",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"A window on the front of the headquarters was hit, leaving burn marks. The group's sign also had some fire and smoke damage",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","""Cuban-American offices are struck by firebombers,"" St. Petersburg Times, June 4, 2002.","Jim Burns, ""Cuban Exile Groups' Headquarters Attacked In Miami,"" CNSNews.com, June 04, 2002.","","CETIS",-9,-9,0,-9,"200206030002","left-wing"
"377",200207100001,2002,7,10,"",0,"",217,"United States",1,"North America","Washington (U.S. State)","Seattle",47.60356,-122.329439,1,0,"","07/10/2002:  High-rises in Seattle, Washington, U.S.A. were evacuated after two smoke bombs went off. No one was injured and no one claimed responsibility, but the bombings had the signatures of an animal rights attack.",1,1,1,0,NA,"",0,1,0,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",76,"House/Apartment/Residence","Civilians","The Marsh Apartment Buildings in Seattle, Washington",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Animal Liberation Front (ALF)","","","","","","Unknown",1,NA,NA,NA,0,0,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives/Bombs/Dynamite",17,"Other Explosive Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Smoke bombs were used in the attack.",0,0,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"The animal rights group Stop Huntingdon Animal Cruelty denied responsibility but applauded the attacks.","Ian Ith and Dave Birkland, ""Smoke Bombs Set Off in 2 Buildings,"" The Seattle Times, July 11, 2002.","","","CETIS",0,1,0,1,"","eco-terror"
"378",200208110011,2002,8,11,"",0,"",217,"United States",1,"North America","Pennsylvania (U.S. State)","Irvine",41.839226,-79.268381,1,0,"at the U.S. Forest Service Northeast Research Station in Irvine, PA","08/11/2002: The Earth Liberation Front (ELF) claimed responsibility for setting fire to the U.S. Forest Service Northeast Research Station in Irvine, Pennsylvania in the United States.  The incident caused $700,000 in damage to the research office.  There were no casualties in the incident.  ELF sent out an email to the Warren Times Observer stating that the motive for the incident was to protest  timber sales, oil drilling and ""greed driven manipulation of nature"" in the Allegheny National Forest.  Two days after the incident, the group also stated that they would destroy the facility if it was rebuilt.",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",2,"Government (General)",21,"Government Building/Facility/Office","U.S. Forest Service Northeast Research Station","U.S. Forest Service Northeast Research Station in Irvine, PA",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Earth Liberation Front (ELF)","","","","","","To protest  timber sales, oil drilling and ""greed driven manipulation of nature"" in the Allegheny National Forest. Additionally, the group believed the Forest Service was misleading the public about its research.",0,NA,NA,-99,-99,1,4,"E-mail",NA,NA,"",NA,NA,"",NA,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",7e+05,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"","Dan Hopey, ""Radical Group says it set fire at Forest Service Research Facility,"" Pittsburgh Post-Gazette, September 4, 2002.","Audrey Hudson, ""ELF admits to arson at Forest Service lab; Extremists lay out violent agenda,"" Washington Times, September 10, 2002.","""Ecoterrorists Torch Forest Service Research Site,"" Environment News Service, September 4, 2002.","Eco Project 2010",0,1,0,1,"","eco-terror"
"379",200208180001,2002,8,18,"",0,"",217,"United States",1,"North America","Michigan (U.S. State)","Superior Township",46.393305,-84.572204,1,0,"at a house near Frains Lake Road in Washtenaw County, MI","8/18/2002: Members of the Earth Liberation Front (ELF) are suspected of setting arson to a home near Frains Lake Road in Washtenaw County, Michigan, in the United States causing about $600,000 in damages.  There were no casualties reported in the incident; the home was still in the nearly completed phase of construction.",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",14,"Private Citizens & Property",76,"House/Apartment/Residence","private residence","private residence nearing completion of construction, near Frains Lake Road in Washtenaw County, MI",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Earth Liberation Front (ELF)","","","","","","The specific motive is unknown.",1,NA,NA,-99,-99,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",6e+05,"",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"Incident occurred around 11:30pm.","Maryanne George, ""Investigators Link Militants to Washtenaw County, Mich., House Fires,"" Detroit Free Press, May 27, 2003.","","","Eco Project 2010",0,1,0,1,"","eco-terror"
"380",200209020005,2002,9,2,"",0,"",217,"United States",1,"North America","Michigan (U.S. State)","Plymouth",42.37199,-83.467919,1,0,"a house on Old Oak Drive in Washtenaw County, MI","09/09/2002: Members of the Earth Liberation Front (ELF) are suspected of setting arson to a private home under construction at Old Oak Drive in Washtenaw County, Michigan in the United States. There were no casualties reported in the incident; the home was in the early phases of construction, and thus, was completely destroyed by the fire.  The monetary amount or property damage is unknown.",1,1,1,0,NA,"",0,1,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",14,"Private Citizens & Property",76,"House/Apartment/Residence","private residence","private residence under construction, on Old Oak Drive in Washtenaw County, MI",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Earth Liberation Front (ELF)","","","","","","The specific motive is unknown.",1,NA,NA,-99,-99,0,NA,"",NA,NA,"",NA,NA,"",NA,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",-99,"home destroyed",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"Incident occurred around 1:30am.","Maryanne George, ""Investigators Link Militants to Washtenaw County, Mich., House Fires,"" Detroit Free Press, May 27, 2003.","","","Eco Project 2010",0,1,0,1,"","eco-terror"
"381",200209210002,2002,9,21,"",0,"",217,"United States",1,"North America","Virginia (U.S. State)","Richmond",37.5407,-77.433654,1,0,"","09/21/2002: Three teens, Aaron Linas, Adam Blackwell and John Wade conspired to destroy a crane at a construction site in Richmond, Virginia, U.S.A.. Two of the teens attempted to use a Kerosene soaked American flag to ignite the fuel tanks of a construction crane.  They were unsuccessful in their attempt.  The three claimed to be part of the Earth Liberation Front (ELF).",1,1,1,0,NA,"",0,0,0,7,"Facility/Infrastructure Attack",NA,"",NA,"",1,"Business",12,"Construction","Local Construction Company","A crane at building site in Richmond, Virginia",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Earth Liberation Front (ELF)","","","","","","Unknown",0,NA,NA,3,3,1,7,"Posted to website, blog, etc.",NA,NA,"",NA,NA,"",-9,8,"Incendiary",18,"Arson/Fire",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","The perpetrators attempted to use Kerosene soaked American flags to ignite the fuel tanks of a construction crane.",0,0,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"Three perpetrators later pled guilt to engaging a number of illegal activities including property damage in the form of acid attacks on SUVs and ax attacks on real estate developments.","Scott Harper and Tim McGlone, ""The Other Terrorists - Teen's Case Highlights A Threat Close To Home,"" Virginian-Pilot, April 11, 2004.","Eco-vandals enter Agreement With Federal Prosecutors"", Associated Press, January 12, 2004.","","CETIS",0,1,0,1,"","eco-terror"
"382",200210030002,2002,10,3,"",0,"",217,"United States",1,"North America","New York (U.S. State)","New York City",40.71455,-74.007124,1,0,"Manhattan","10/3/2002: Steve Kim fired seven shots at the United Nations Headquarters in Manhattan, New York, United States.  Four bullets hit the building between the eighteenth and twentieth floors.  There were no casualties but windows were shattered.  Immediately, after the shooting, Kim released a flier portraying the horrors of life in North Korea and called for the United Nations to end the Kim Jong-Il regime.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",7,"Government (Diplomatic)",47,"International Organization (peacekeeper, aid agency, compound)","United Nations","United Nations Secretariat Building",217,"United States",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Individual","","","","","","To highlight the oppression of daily life in North Korea and to call on the United Nations to end the Kim Jung-Il regime",0,NA,NA,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,5,"Firearms",3,"Handgun",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Silver colored .357 caliber revolver",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"Windows shattered",0,NA,NA,NA,NA,"","",0,NA,NA,NA,NA,"",NA,"",NA,"The shooting took place at 1:10 PM.  Steve Kim was detained almost immediately after firing his weapon.","Larry Neumeister, ""Judge: Stern Leniency for Postal Worker in U.N. Gunfire,"" Associated Press, September 22, 2003.","""Gun Fired at U.N.; No Injuries Reported,"" USA Today, October 3, 2002.","""No One Hurt as Gunman Fires Shots in the Air Outside UN Building in New York,"" UN News Centre, October 3, 2002. <http://www.un.org/apps/news/storyAr.asp?NewsID=4924&Cr=xxx&Cr1=>","Hewitt Project",-9,-9,0,-9,"","right-wing"
